"","TIME_PERIOD","Cna_produit","OBS_VALUE"
"511",1983-01-01,"Biens",-0.0383092347874554
"512",1983-01-01,"Biens manufacturés",-0.000952708088945346
"513",1983-01-01,"Biens industriels",-0.0397220944023539
"514",1982-10-01,"Biens",-0.0417279362617972
"515",1982-10-01,"Biens manufacturés",0.000541400422426009
"516",1982-10-01,"Biens industriels",-0.0430313076491191
"517",1982-07-01,"Biens",-0.045889036063962
"518",1982-07-01,"Biens manufacturés",-0.00406248719804454
"519",1982-07-01,"Biens industriels",-0.047466236976144
"520",1982-04-01,"Biens",-0.0419579446728296
"521",1982-04-01,"Biens manufacturés",-0.000737324624555692
"522",1982-04-01,"Biens industriels",-0.0425700632290645
"523",1982-01-01,"Biens",-0.0340503853675371
"524",1982-01-01,"Biens manufacturés",0.0116832508915219
"525",1982-01-01,"Biens industriels",-0.0352654434602554
"526",1981-10-01,"Biens",-0.0363641805339399
"527",1981-10-01,"Biens manufacturés",0.0124132048365857
"528",1981-10-01,"Biens industriels",-0.0375538728600503
"529",1981-07-01,"Biens",-0.0267428517902723
"530",1981-07-01,"Biens manufacturés",0.0186715999656542
"531",1981-07-01,"Biens industriels",-0.0294124534576025
"532",1981-04-01,"Biens",-0.0235239777644523
"533",1981-04-01,"Biens manufacturés",0.0237103544398165
"534",1981-04-01,"Biens industriels",-0.0254201578529407
"535",1981-01-01,"Biens",-0.0316072460490942
"536",1981-01-01,"Biens manufacturés",0.017604247799469
"537",1981-01-01,"Biens industriels",-0.0334916208135474
"538",1980-10-01,"Biens",-0.0351595570068591
"539",1980-10-01,"Biens manufacturés",0.013113564505261
"540",1980-10-01,"Biens industriels",-0.0361962024222948
"541",1980-07-01,"Biens",-0.0376903016633775
"542",1980-07-01,"Biens manufacturés",0.00862524668734142
"543",1980-07-01,"Biens industriels",-0.0389061178460671
"544",1980-04-01,"Biens",-0.0327185767600275
"545",1980-04-01,"Biens manufacturés",0.0117757889778615
"546",1980-04-01,"Biens industriels",-0.0335791151853328
"547",1980-01-01,"Biens",-0.0297900396519543
"548",1980-01-01,"Biens manufacturés",0.012629193867412
"549",1980-01-01,"Biens industriels",-0.0298829013715676
"550",1979-10-01,"Biens",-0.020346420769781
"551",1979-10-01,"Biens manufacturés",0.0186549131048348
"552",1979-10-01,"Biens industriels",-0.0199694562044501
"553",1979-07-01,"Biens",-0.0182594639899423
"554",1979-07-01,"Biens manufacturés",0.0210033725130211
"555",1979-07-01,"Biens industriels",-0.0165033625351719
"556",1979-04-01,"Biens",-0.0119704102219233
"557",1979-04-01,"Biens manufacturés",0.021012880864932
"558",1979-04-01,"Biens industriels",-0.012249754280689
"559",1979-01-01,"Biens",-0.00491737117124772
"560",1979-01-01,"Biens manufacturés",0.025277199541187
"561",1979-01-01,"Biens industriels",-0.00523599133353159
"562",1978-10-01,"Biens",-0.00545612549088629
"563",1978-10-01,"Biens manufacturés",0.0234195386493889
"564",1978-10-01,"Biens industriels",-0.00525812093678155
"565",1978-07-01,"Biens",-0.00269049132685496
"566",1978-07-01,"Biens manufacturés",0.0264167650531287
"567",1978-07-01,"Biens industriels",-0.00186177458904732
"568",1978-04-01,"Biens",-0.00888160222688778
"569",1978-04-01,"Biens manufacturés",0.0236606826920809
"570",1978-04-01,"Biens industriels",-0.00728928310254535
"571",1978-01-01,"Biens",-0.0127502763788232
"572",1978-01-01,"Biens manufacturés",0.0227613315317529
"573",1978-01-01,"Biens industriels",-0.00999877164967449
"574",1977-10-01,"Biens",-0.00891299400743382
"575",1977-10-01,"Biens manufacturés",0.027459607069711
"576",1977-10-01,"Biens industriels",-0.00723153556347822
"577",1977-07-01,"Biens",-0.0139332139799175
"578",1977-07-01,"Biens manufacturés",0.0251161101164993
"579",1977-07-01,"Biens industriels",-0.0103526115046314
"580",1977-04-01,"Biens",-0.0180027491225495
"581",1977-04-01,"Biens manufacturés",0.023220743864519
"582",1977-04-01,"Biens industriels",-0.0119440033096233
"583",1977-01-01,"Biens",-0.0220622578783966
"584",1977-01-01,"Biens manufacturés",0.0203588207819326
"585",1977-01-01,"Biens industriels",-0.0166909360661593
"586",1976-10-01,"Biens",-0.0276212744379965
"587",1976-10-01,"Biens manufacturés",0.0152543805284805
"588",1976-10-01,"Biens industriels",-0.0229308693447518
"589",1976-07-01,"Biens",-0.0282062454611474
"590",1976-07-01,"Biens manufacturés",0.0122004357298475
"591",1976-07-01,"Biens industriels",-0.0257225853304285
"592",1976-04-01,"Biens",-0.0188051431840766
"593",1976-04-01,"Biens manufacturés",0.0169381794091963
"594",1976-04-01,"Biens industriels",-0.0196633442741426
"595",1976-01-01,"Biens",-0.0156343577620173
"596",1976-01-01,"Biens manufacturés",0.0190228526398739
"597",1976-01-01,"Biens industriels",-0.0161859732072498
"598",1975-10-01,"Biens",-0.00790895693466514
"599",1975-10-01,"Biens manufacturés",0.0242017357131161
"600",1975-10-01,"Biens industriels",-0.00756508924185361
"601",1975-07-01,"Biens",-0.00206678073489302
"602",1975-07-01,"Biens manufacturés",0.028850226160023
"603",1975-07-01,"Biens industriels",-0.00186349082654289
"604",1975-04-01,"Biens",-0.00115038694833717
"605",1975-04-01,"Biens manufacturés",0.0310778777103814
"606",1975-04-01,"Biens industriels",-0.000958655790280973
"607",1975-01-01,"Biens",-0.00739592244083262
"608",1975-01-01,"Biens manufacturés",0.0290134017678928
"609",1975-01-01,"Biens industriels",-0.00425933846592529
"610",1974-10-01,"Biens",-0.0167734847097601
"611",1974-10-01,"Biens manufacturés",0.0233839956052005
"612",1974-10-01,"Biens industriels",-0.0172312763230178
"613",1974-07-01,"Biens",-0.0325639378942994
"614",1974-07-01,"Biens manufacturés",0.0119564806769672
"615",1974-07-01,"Biens industriels",-0.0329983755808243
"616",1974-04-01,"Biens",-0.0381973826625996
"617",1974-04-01,"Biens manufacturés",0.00354226114336318
"618",1974-04-01,"Biens industriels",-0.0385909672340844
"619",1974-01-01,"Biens",-0.0233152151702154
"620",1974-01-01,"Biens manufacturés",0.0062323756589971
"621",1974-01-01,"Biens industriels",-0.0269933385099514
"622",1973-10-01,"Biens",-0.000737059343806596
"623",1973-10-01,"Biens manufacturés",0.0155203638967275
"624",1973-10-01,"Biens industriels",-0.00296929621362086
"625",1973-07-01,"Biens",-0.00810559418877619
"626",1973-07-01,"Biens manufacturés",0.00684324755281924
"627",1973-07-01,"Biens industriels",-0.00910218363821588
"628",1973-04-01,"Biens",-0.008056882978969
"629",1973-04-01,"Biens manufacturés",0.00780294110857169
"630",1973-04-01,"Biens industriels",-0.00743357111526652
"631",1973-01-01,"Biens",-0.00833572179229961
"632",1973-01-01,"Biens manufacturés",0.00766695328174262
"633",1973-01-01,"Biens industriels",-0.00723703066781313
"634",1972-10-01,"Biens",-0.00878908667772524
"635",1972-10-01,"Biens manufacturés",0.00668465747319948
"636",1972-10-01,"Biens industriels",-0.00925948849991335
"637",1972-07-01,"Biens",-0.00484685461973761
"638",1972-07-01,"Biens manufacturés",0.00913543279112848
"639",1972-07-01,"Biens industriels",-0.00545588347247951
"640",1972-04-01,"Biens",-0.000708512648262832
"641",1972-04-01,"Biens manufacturés",0.0160333788180959
"642",1972-04-01,"Biens industriels",-0.000734753857457752
"643",1972-01-01,"Biens",-0.00381402594612017
"644",1972-01-01,"Biens manufacturés",0.0107974537347909
"645",1972-01-01,"Biens industriels",-0.00496897746501571
"646",1971-10-01,"Biens",-0.00971655423225341
"647",1971-10-01,"Biens manufacturés",0.00735681963299187
"648",1971-10-01,"Biens industriels",-0.00985536214985703
"649",1971-07-01,"Biens",-0.00101830113427432
"650",1971-07-01,"Biens manufacturés",0.0147370803043589
"651",1971-07-01,"Biens industriels",-0.000339433711424773
"652",1971-04-01,"Biens",-0.00467521842036058
"653",1971-04-01,"Biens manufacturés",0.0144639569879905
"654",1971-04-01,"Biens industriels",-0.00306811208836163
"655",1971-01-01,"Biens",0.000417648638167119
"656",1971-01-01,"Biens manufacturés",0.0182870439426031
"657",1971-01-01,"Biens industriels",0.00355001342442051
"658",1970-10-01,"Biens",-0.0104687789512692
"659",1970-10-01,"Biens manufacturés",0.00941881292075845
"660",1970-10-01,"Biens industriels",-0.00716447409054413
"661",1970-07-01,"Biens",-0.00720401908433126
"662",1970-07-01,"Biens manufacturés",0.0131441751714114
"663",1970-07-01,"Biens industriels",-0.00110588012259471
"664",1970-04-01,"Biens",-0.00801843916374497
"665",1970-04-01,"Biens manufacturés",0.00788858589793533
"666",1970-04-01,"Biens industriels",-0.00558369042981431
"667",1970-01-01,"Biens",-0.00501739363125502
"668",1970-01-01,"Biens manufacturés",0.0106034252073856
"669",1970-01-01,"Biens industriels",-0.00314423334225314
"670",1969-10-01,"Biens",-0.014442558791951
"671",1969-10-01,"Biens manufacturés",0.00242441034876875
"672",1969-10-01,"Biens industriels",-0.0106674055345825
"673",1969-07-01,"Biens",-0.018389662027833
"674",1969-07-01,"Biens manufacturés",-0.00571570576540755
"675",1969-07-01,"Biens industriels",-0.0179991479693269
"676",1969-04-01,"Biens",-0.0192678227360308
"677",1969-04-01,"Biens manufacturés",-0.00159959283091577
"678",1969-04-01,"Biens industriels",-0.0154142581888247
"679",1969-01-01,"Biens",-0.0106577231227874
"680",1969-01-01,"Biens manufacturés",0.00491894913359419
"681",1969-01-01,"Biens industriels",-0.00752748276504565
"682",1968-10-01,"Biens",-0.0136620481461413
"683",1968-10-01,"Biens manufacturés",0.00394767396857342
"684",1968-10-01,"Biens industriels",-0.0095982661196687
"685",1968-07-01,"Biens",0.000200080032012805
"686",1968-07-01,"Biens manufacturés",0.0144457783113245
"687",1968-07-01,"Biens industriels",0.000520208083233293
"688",1968-04-01,"Biens",-0.0281172511512575
"689",1968-04-01,"Biens manufacturés",-0.0101842012043925
"690",1968-04-01,"Biens industriels",-0.022493800921006
"691",1968-01-01,"Biens",0.00490175184348493
"692",1968-01-01,"Biens manufacturés",0.0225054345509569
"693",1968-01-01,"Biens industriels",0.00937726439623205
"694",1967-10-01,"Biens",-0.0036575155334244
"695",1967-10-01,"Biens manufacturés",0.0159520556999956
"696",1967-10-01,"Biens industriels",0.00180672454060724
"697",1967-07-01,"Biens",-0.00702222222222222
"698",1967-07-01,"Biens manufacturés",0.0128444444444444
"699",1967-07-01,"Biens industriels",-0.00128888888888889
"700",1967-04-01,"Biens",-0.00740572467060427
"701",1967-04-01,"Biens manufacturés",0.0104952294411631
"702",1967-04-01,"Biens industriels",-0.00149931849159473
"703",1967-01-01,"Biens",-0.014024727809559
"704",1967-01-01,"Biens manufacturés",0.00705849787783724
"705",1967-01-01,"Biens industriels",-0.00673556006643292
"706",1966-10-01,"Biens",-0.0114447860014188
"707",1966-10-01,"Biens manufacturés",0.00960037834003311
"708",1966-10-01,"Biens industriels",-0.00316859777725231
"709",1966-07-01,"Biens",-0.00802768831418545
"710",1966-07-01,"Biens manufacturés",0.0115367975772725
"711",1966-07-01,"Biens industriels",-0.00144209969715906
"712",1966-04-01,"Biens",-0.00753793441018111
"713",1966-04-01,"Biens manufacturés",0.0132648066568771
"714",1966-04-01,"Biens industriels",0.000538423886441508
"715",1966-01-01,"Biens",-0.00537931727917148
"716",1966-01-01,"Biens manufacturés",0.0166909657634106
"717",1966-01-01,"Biens industriels",0.00286561761600724
"718",1965-10-01,"Biens",-0.000102333196889071
"719",1965-10-01,"Biens manufacturés",0.0203131395824806
"720",1965-10-01,"Biens industriels",0.006498158002456
"721",1965-07-01,"Biens",-0.000521077588452921
"722",1965-07-01,"Biens manufacturés",0.0209473190558074
"723",1965-07-01,"Biens industriels",0.00666979313219738
"724",1965-04-01,"Biens",-0.00462274176408077
"725",1965-04-01,"Biens manufacturés",0.0176408076514346
"726",1965-04-01,"Biens industriels",0.00350690754516472
"727",1965-01-01,"Biens",-0.00363991959580594
"728",1965-01-01,"Biens manufacturés",0.0182539251371761
"729",1965-01-01,"Biens industriels",0.00499809854946488
"730",1964-10-01,"Biens",-0.00666079489155565
"731",1964-10-01,"Biens manufacturés",0.0132114939997798
"732",1964-10-01,"Biens industriels",-0.000385335241660244
"733",1964-07-01,"Biens",-0.0153647005853219
"734",1964-07-01,"Biens manufacturés",0.00928635749662314
"735",1964-07-01,"Biens industriels",-0.0039959477712742
"736",1964-04-01,"Biens",-0.0141487641487641
"737",1964-04-01,"Biens manufacturés",0.0109147609147609
"738",1964-04-01,"Biens industriels",-0.00271425271425271
"739",1964-01-01,"Biens",-0.00832063752490332
"740",1964-01-01,"Biens manufacturés",0.0174030235556076
"741",1964-01-01,"Biens industriels",0.00328137817883511
"742",1963-10-01,"Biens",-0.0093124508677511
"743",1963-10-01,"Biens manufacturés",0.0160851424079337
"744",1963-10-01,"Biens industriels",0.00253975932756848
"745",1963-07-01,"Biens",-0.00280077934729664
"746",1963-07-01,"Biens manufacturés",0.0223453482708232
"747",1963-07-01,"Biens industriels",0.00937652216268875
"748",1963-04-01,"Biens",-0.00381145978909922
"749",1963-04-01,"Biens manufacturés",0.0206454071909541
"750",1963-04-01,"Biens industriels",0.00705120060983357
"751",1963-01-01,"Biens",-0.011434794445957
"752",1963-01-01,"Biens manufacturés",0.0147699428260278
"753",1963-01-01,"Biens industriels",0.000204192757963518
"754",1962-10-01,"Biens",-0.000749318801089918
"755",1962-10-01,"Biens manufacturés",0.0241144414168937
"756",1962-10-01,"Biens industriels",0.0125340599455041
"757",1962-07-01,"Biens",-0.00209497206703911
"758",1962-07-01,"Biens manufacturés",0.025
"759",1962-07-01,"Biens industriels",0.0134776536312849
"760",1962-04-01,"Biens",0.00307692307692308
"761",1962-04-01,"Biens manufacturés",0.0289803220035778
"762",1962-04-01,"Biens industriels",0.017602862254025
"763",1962-01-01,"Biens",0.00139521221912175
"764",1962-01-01,"Biens manufacturés",0.0272433543839037
"765",1962-01-01,"Biens industriels",0.0155676310765164
"766",1961-10-01,"Biens",0.00481872418540615
"767",1961-10-01,"Biens manufacturés",0.0318953648462598
"768",1961-10-01,"Biens industriels",0.0197338228545204
"769",1961-07-01,"Biens",0.0100494621967496
"770",1961-07-01,"Biens manufacturés",0.0359582319227448
"771",1961-07-01,"Biens industriels",0.0238674727172804
"772",1961-04-01,"Biens",0.00973843058350101
"773",1961-04-01,"Biens manufacturés",0.0367002012072435
"774",1961-04-01,"Biens industriels",0.0241448692152917
"775",1961-01-01,"Biens",0.0109684757881053
"776",1961-01-01,"Biens manufacturés",0.0381052973675658
"777",1961-01-01,"Biens industriels",0.0259181020474488
"778",1960-10-01,"Biens",0.00790086493679308
"779",1960-10-01,"Biens manufacturés",0.0366766467065868
"780",1960-10-01,"Biens industriels",0.0245342648037259
"781",1960-07-01,"Biens",0.00635754852928711
"782",1960-07-01,"Biens manufacturés",0.0361108756463508
"783",1960-07-01,"Biens industriels",0.0231414766466051
"784",1960-04-01,"Biens",0.0134866430362237
"785",1960-04-01,"Biens manufacturés",0.0425347972680903
"786",1960-04-01,"Biens industriels",0.0306043053514308
"787",1960-01-01,"Biens",0.0152108165806796
"788",1960-01-01,"Biens manufacturés",0.0452766411670521
"789",1960-01-01,"Biens industriels",0.0329122931862658
"790",1959-10-01,"Biens",0.010919017288444
"791",1959-10-01,"Biens manufacturés",0.0420382165605096
"792",1959-10-01,"Biens industriels",0.0282984531392175
"793",1959-07-01,"Biens",0.012810851544838
"794",1959-07-01,"Biens manufacturés",0.0436134137151469
"795",1959-07-01,"Biens industriels",0.0303315749811605
"796",1959-04-01,"Biens",0.0072992700729927
"797",1959-04-01,"Biens manufacturés",0.0393776411832501
"798",1959-04-01,"Biens industriels",0.0255474452554745
"799",1959-01-01,"Biens",-0.00118976799524093
"800",1959-01-01,"Biens manufacturés",0.0317271465397581
"801",1959-01-01,"Biens industriels",0.0175490779298037
"802",1958-10-01,"Biens",-0.00211907164480323
"803",1958-10-01,"Biens manufacturés",0.030978809283552
"804",1958-10-01,"Biens industriels",0.0170534813319879
"805",1958-07-01,"Biens",-0.0138504155124654
"806",1958-07-01,"Biens manufacturés",0.0224684518313327
"807",1958-07-01,"Biens industriels",0.00748948394377757
"808",1958-04-01,"Biens",-0.0162788270896379
"809",1958-04-01,"Biens manufacturés",0.0202441824063446
"810",1958-04-01,"Biens industriels",0.00480016696232912
"811",1958-01-01,"Biens",-0.0146220836469197
"812",1958-01-01,"Biens manufacturés",0.0233308246425116
"813",1958-01-01,"Biens industriels",0.00731104182345984
"814",1957-10-01,"Biens",-0.0171104815864023
"815",1957-10-01,"Biens manufacturés",0.0213031161473088
"816",1957-10-01,"Biens industriels",0.00475920679886686
"817",1957-07-01,"Biens",-0.0196771532932721
"818",1957-07-01,"Biens manufacturés",0.0177919170496053
"819",1957-07-01,"Biens industriels",0.000706963591375044
"820",1957-04-01,"Biens",-0.0225424981522542
"821",1957-04-01,"Biens manufacturés",0.0172456270017246
"822",1957-04-01,"Biens industriels",-0.0013550135501355
"823",1957-01-01,"Biens",-0.0204722431549862
"824",1957-01-01,"Biens manufacturés",0.0200954534036674
"825",1957-01-01,"Biens industriels",0.00150715900527506
"826",1956-10-01,"Biens",-0.0232979549572871
"827",1956-10-01,"Biens manufacturés",0.0160497023039089
"828",1956-10-01,"Biens industriels",0.000517732332384157
"829",1956-07-01,"Biens",-0.0225020091079561
"830",1956-07-01,"Biens manufacturés",0.0198231984998661
"831",1956-07-01,"Biens industriels",0.00308063219930351
"832",1956-04-01,"Biens",-0.0172579098753595
"833",1956-04-01,"Biens manufacturés",0.0228735789617861
"834",1956-04-01,"Biens industriels",0.00767018216682646
"835",1956-01-01,"Biens",-0.013471355643789
"836",1956-01-01,"Biens manufacturés",0.0215541690300624
"837",1956-01-01,"Biens industriels",0.0080828133862734
"838",1955-10-01,"Biens",-0.00649444364266128
"839",1955-10-01,"Biens manufacturés",0.0269880213595035
"840",1955-10-01,"Biens industriels",0.0127002453456487
"841",1955-07-01,"Biens",0.000295508274231678
"842",1955-07-01,"Biens manufacturés",0.0333924349881797
"843",1955-07-01,"Biens industriels",0.0200945626477541
"844",1955-04-01,"Biens",0.00226176115802171
"845",1955-04-01,"Biens manufacturés",0.0357358262967431
"846",1955-04-01,"Biens industriels",0.0221652593486128
"847",1955-01-01,"Biens",0.00355322107214584
"848",1955-01-01,"Biens manufacturés",0.0370770894484783
"849",1955-01-01,"Biens industriels",0.0241001081415109
"850",1954-10-01,"Biens",0.00298132747528636
"851",1954-10-01,"Biens manufacturés",0.0370312254825043
"852",1954-10-01,"Biens industriels",0.0241644437470579
"853",1954-07-01,"Biens",0.00189693329117926
"854",1954-07-01,"Biens manufacturés",0.0390452102434398
"855",1954-07-01,"Biens industriels",0.0252924438823901
"856",1954-04-01,"Biens",-0.00064609917622355
"857",1954-04-01,"Biens manufacturés",0.0363430786625747
"858",1954-04-01,"Biens industriels",0.0230980455499919
"859",1954-01-01,"Biens",0.000331510028178352
"860",1954-01-01,"Biens manufacturés",0.0384551632686889
"861",1954-01-01,"Biens industriels",0.0242002320570197
"862",1953-10-01,"Biens",0.00267513793679987
"863",1953-10-01,"Biens manufacturés",0.039458284567798
"864",1953-10-01,"Biens industriels",0.0269185754890487
"865",1953-07-01,"Biens",-0.00560938296787353
"866",1953-07-01,"Biens manufacturés",0.0336562978072412
"867",1953-07-01,"Biens industriels",0.0198878123406425
"868",1953-04-01,"Biens",0.000171203561034069
"869",1953-04-01,"Biens manufacturés",0.0385208012326656
"870",1953-04-01,"Biens industriels",0.0249957199109741
"871",1953-01-01,"Biens",-0.00557394182198223
"872",1953-01-01,"Biens manufacturés",0.0355338791151367
"873",1953-01-01,"Biens industriels",0.0205539104685595
"874",1952-10-01,"Biens",-0.00666315974048746
"875",1952-10-01,"Biens manufacturés",0.0364720322637208
"876",1952-10-01,"Biens industriels",0.0194634402945818
"877",1952-07-01,"Biens",-0.00840336134453781
"878",1952-07-01,"Biens manufacturés",0.0350140056022409
"879",1952-07-01,"Biens industriels",0.0176820728291317
"880",1952-04-01,"Biens",-0.0159070598748883
"881",1952-04-01,"Biens manufacturés",0.0336014298480786
"882",1952-04-01,"Biens industriels",0.0137622877569258
"883",1952-01-01,"Biens",-0.0229578216764549
"884",1952-01-01,"Biens manufacturés",0.0270510767040399
"885",1952-01-01,"Biens industriels",0.00783057483537996
"886",1951-10-01,"Biens",-0.0232296740352192
"887",1951-10-01,"Biens manufacturés",0.0322218059198202
"888",1951-10-01,"Biens industriels",0.0121768452603972
"889",1951-07-01,"Biens",-0.0139253279515641
"890",1951-07-01,"Biens manufacturés",0.0419778002018163
"891",1951-07-01,"Biens industriels",0.0215943491422805
"892",1951-04-01,"Biens",-0.00866624392306066
"893",1951-04-01,"Biens manufacturés",0.0429084760093004
"894",1951-04-01,"Biens industriels",0.0264214753751849
"895",1951-01-01,"Biens",0.000913659205116492
"896",1951-01-01,"Biens manufacturés",0.0495660118775697
"897",1951-01-01,"Biens industriels",0.035404294198264
"898",1950-10-01,"Biens",0.00700313933832408
"899",1950-10-01,"Biens manufacturés",0.0528857763825163
"900",1950-10-01,"Biens industriels",0.0383965225790872
"901",1950-07-01,"Biens",0.00126230749810654
"902",1950-07-01,"Biens manufacturés",0.0444332239333502
"903",1950-07-01,"Biens industriels",0.0320626104519061
"904",1950-04-01,"Biens",-0.00186915887850467
"905",1950-04-01,"Biens manufacturés",0.0416555407209613
"906",1950-04-01,"Biens industriels",0.0280373831775701
"907",1950-01-01,"Biens",-0.0134907251264755
"908",1950-01-01,"Biens manufacturés",0.0356942102304666
"909",1950-01-01,"Biens industriels",0.0196739741427768
"910",1949-10-01,"Biens",-0.00966325036603221
"911",1949-10-01,"Biens manufacturés",0.0348462664714495
"912",1949-10-01,"Biens industriels",0.0184480234260615
"913",1949-07-01,"Biens",-0.0186578393018357
"914",1949-07-01,"Biens manufacturés",0.0309960878724045
"915",1949-07-01,"Biens industriels",0.0129401143544989
"916",1949-04-01,"Biens",-0.0192486805339957
"917",1949-04-01,"Biens manufacturés",0.0310462589257994
"918",1949-04-01,"Biens industriels",0.0111766532132878
"919",1949-01-01,"Biens",-0.0229415461973601
"920",1949-01-01,"Biens manufacturés",0.0285983658076681
"921",1949-01-01,"Biens industriels",0.00785669390320553
